SeqID,birdlow,birdmou,birdbho,birdsac,birdbak,birdgun,birddzo,oeco,othants,GI ,%overlap,length of match,E-value,ID,Phylum,Class,Order,Family,Genus,Species
seq423,0,0,1,0,0,0,0,0,0,gi|146198174|dbj|AB265392.1|,88.485,165,1.19E-46,"Heterarmia charon gene for 16S rRNA, partial sequence",[1]Arthropoda,[2]Insecta,[3]Lepidoptera,[4]Geometridae,[5]Heterarmia,[6]Heterarmia_charon
seq424,0,0,1,0,0,0,0,0,0,gi|765098570|dbj|AB918947.1|,95.833,144,3.26E-57,N/A,[1]Arthropoda,[2]Insecta,[3]Psocoptera,[4]Amphipsocidae,[5]Amphipsocus,[6]Amphipsocus_japonicus
seq425,0,0,0,0,0,1,0,0,0,gi|815930842|gb|KP245955.1|,90.58,138,3.33E-42,N/A,[1]Arthropoda,[2]Insecta,[3]Hemiptera,[4]Psyllidae,[5]Cacopsylla,[6]Cacopsylla_coccinea
seq426,0,0,0,0,0,0,0,1,0,gi|953966628|dbj|LC099168.1|,90,100,1.22E-26,N/A,[1]Arthropoda,[2]Insecta,[3]Hemiptera,[4]Acanthosomatidae,[5]Acanthosoma,[6]Acanthosoma_forficula
seq428,1,0,0,0,0,0,0,0,0,gi|523703865|emb|HF931474.1|,80.916,131,4.46E-16,"Ochthebius viridis fallaciosus mitochondrial 16S rRNA gene (partial), tRNA-Leu and nad1 gene (partial), specimen voucher MNCN:AI918",[1]Arthropoda,[2]Insecta,[3]Coleoptera,[4]Hydraenidae,[5]Ochthebius,[6]Ochthebius_viridis
seq429,0,0,0,0,0,0,0,1,0,gi|1145996103|gb|KY224437.1|,93.902,164,3.24E-62,N/A,[1]Arthropoda,[2]Insecta,[3]Blattodea,[4]Termitidae,[5]Procapritermes,[6]Procapritermes_sp._1_TB-2017
seq430,0,0,0,0,0,0,0,1,0,gi|1145996103|gb|KY224437.1|,93.902,164,3.24E-62,N/A,[1]Arthropoda,[2]Insecta,[3]Blattodea,[4]Termitidae,[5]Procapritermes,[6]Procapritermes_sp._1_TB-2017
seq431,0,0,1,0,0,0,0,0,0,gi|283484611|gb|GQ122072.1|,84.472,161,7.26E-34,"Anatkina zhoui 16S ribosomal RNA gene, partial sequence; mitochondrial",[1]Arthropoda,[2]Insecta,[3]Hemiptera,[4]Cicadellidae,[5]Anatkina,[6]Anatkina_zhoui
seq433,1,0,0,0,0,0,0,0,0,gi|984898994|gb|KT207825.2|,100,44,3.47E-12,N/A,[1]Mollusca,[2]Gastropoda,[3]Vetigastropoda,[4]Fissurellidae,[5]Diodora,[6]Diodora_graeca
seq436,0,0,0,1,0,0,0,0,0,gi|523703966|emb|HF931532.1|,81.343,134,2.67E-18,"Ochthebius nr. difficilis IBE RA126 mitochondrial 16S rRNA gene (partial), tRNA-Leu and nad1 gene (partial), specimen voucher IBE<ESP>:RA126",[1]Arthropoda,[2]Insecta,[3]Coleoptera,[4]Hydraenidae,[5]Ochthebius,[6]Ochthebius_nr._difficilis_IBE_RA126
seq437,0,0,0,0,0,0,0,1,0,gi|1145996103|gb|KY224437.1|,94.512,164,6.96E-64,N/A,[1]Arthropoda,[2]Insecta,[3]Blattodea,[4]Termitidae,[5]Procapritermes,[6]Procapritermes_sp._1_TB-2017
seq438,0,0,0,0,0,0,0,1,0,gi|1145996103|gb|KY224437.1|,94.512,164,6.96E-64,N/A,[1]Arthropoda,[2]Insecta,[3]Blattodea,[4]Termitidae,[5]Procapritermes,[6]Procapritermes_sp._1_TB-2017
seq439,0,0,0,0,0,1,0,0,0,gi|815930842|gb|KP245955.1|,94.286,140,3.28E-52,N/A,[1]Arthropoda,[2]Insecta,[3]Hemiptera,[4]Psyllidae,[5]Cacopsylla,[6]Cacopsylla_coccinea
seq440,0,0,0,0,0,1,0,0,0,gi|13160536|gb|AF275214.1|,93.168,161,2.52E-58,"Adelges japonicus 12S small subunit ribosomal RNA gene, partial sequence; tRNA-Val gene, complete sequence; and 16S large subunit ribosomal RNA gene, partial sequence; mitochondrial genes for mitochondrial products",[1]Arthropoda,[2]Insecta,[3]Hemiptera,[4]Adelgidae,[5]Adelges,[6]Adelges_japonicus
seq441,0,0,0,0,0,0,0,1,0,gi|1384965909|gb|MF286854.1|,86.842,152,7.21E-39,N/A,[1]Arthropoda,[2]Insecta,[3]Blattodea,[4]Ectobiidae,[5]Sorineuchora,[6]Sorineuchora_nigra
seq442,1,0,0,0,0,0,0,0,0,gi|1145998800|gb|KY224632.1|,98.16,163,8.87E-73,N/A,[1]Arthropoda,[2]Insecta,[3]Blattodea,[4]Termitidae,[5]Microtermes,[6]Microtermes_obesi
seq443,0,0,1,0,0,0,0,0,0,gi|296124705|gb|GU569199.1|,86.765,136,9.39E-33,"Kaestneriella sp. 11.24.2003.5 16S ribosomal RNA gene, partial sequence; mitochondrial",[1]Arthropoda,[2]Insecta,[3]Psocoptera,[4]Peripsocidae,[5]Kaestneriella,[6]Kaestneriella_sp._11.24.2003.5
seq446,0,0,1,0,0,0,0,0,0,gi|158832202|dbj|AB363711.1|,80.556,144,7.41E-19,"Cacopsylla chinensis mitochondrial gene for 16S rRNA, partial sequence, isolate: JB",[1]Arthropoda,[2]Insecta,[3]Hemiptera,[4]Psyllidae,[5]Cacopsylla,[6]Cacopsylla_chinensis
seq447,0,0,0,0,0,0,0,1,0,gi|630602389|gb|KJ003034.1|,86.139,101,5.73E-20,N/A,[1]Arthropoda,[2]Insecta,[3]Coleoptera,[4]Tenebrionidae,[5]Amarygmus,[6]Amarygmus_sp._1_GJK-2014
seq448,1,0,0,0,0,0,0,0,0,gi|336244455|gb|HQ667629.1|,86.301,73,4.49E-11,"Pilophorus juniperi 16S ribosomal RNA gene, partial sequence; mitochondrial",[1]Arthropoda,[2]Insecta,[3]Hemiptera,[4]Miridae,[5]Pilophorus,[6]Pilophorus_juniperi
seq452,0,0,0,0,0,0,0,1,0,gi|1145998949|gb|KY224643.1|,87.5,136,2.61E-33,N/A,[1]Arthropoda,[2]Insecta,[3]Blattodea,[4]Termitidae,[5]Odontotermes,[6]Odontotermes_sp._E_TB-2017
seq453,0,0,0,0,1,0,0,0,0,gi|211922759|dbj|AB375487.1|,82.836,134,1.23E-21,"Actenicerus giganteus mitochondrial gene for 16S ribosomal RNA, partial sequence, specimen_voucher: NUM:Ae02-000088",[1]Arthropoda,[2]Insecta,[3]Coleoptera,[4]Elateridae,[5]Actenicerus,[6]Actenicerus_giganteus
seq454,0,0,0,0,0,0,0,1,0,gi|388242771|gb|JQ917909.1|,88.608,158,5.53E-45,"Mecopoda niponensis mitochondrion, complete genome",[1]Arthropoda,[2]Insecta,[3]Orthoptera,[4]Tettigoniidae,[5]Mecopoda,[6]Mecopoda_niponensis
seq455,0,0,0,0,0,0,0,1,0,gi|953966628|dbj|LC099168.1|,89.109,101,5.69E-25,N/A,[1]Arthropoda,[2]Insecta,[3]Hemiptera,[4]Acanthosomatidae,[5]Acanthosoma,[6]Acanthosoma_forficula
seq456,0,0,1,0,0,0,0,0,0,gi|575427322|gb|KF205892.1|,91.667,132,9.26E-43,N/A,[1]Annelida,[2]Clitellata,[3]Haplotaxida,[4]Megascolecidae,[5]Perionyx,[6]Perionyx_excavatus
seq457,0,0,0,0,0,0,0,1,0,gi|1146000159|gb|KY224731.1|,90.854,164,3.28E-52,N/A,[1]Arthropoda,[2]Insecta,[3]Blattodea,[4]Termitidae,[5]Mirocapritermes,[6]Mirocapritermes_sp._1_TB-2017
seq459,0,0,0,0,0,0,0,1,0,gi|953966635|dbj|LC099175.1|,90.099,101,1.22E-26,N/A,[1]Arthropoda,[2]Insecta,[3]Hemiptera,[4]Acanthosomatidae,[5]Acanthosoma,[6]Acanthosoma_labiduroides
seq461,0,0,0,0,0,0,0,1,0,gi|953966622|dbj|LC099162.1|,89,100,2.23E-24,N/A,[1]Arthropoda,[2]Insecta,[3]Hemiptera,[4]Acanthosomatidae,[5]Lindbergicoris,[6]Lindbergicoris_similis
seq463,0,0,0,0,0,0,0,1,0,gi|373877554|gb|JN615291.1|,90.506,158,2.16E-49,"Blatta orientalis voucher ZMUC:JD-881 16S ribosomal RNA gene, partial sequence; mitochondrial",[1]Arthropoda,[2]Insecta,[3]Blattodea,[4]Blattidae,[5]Blatta,[6]Blatta_orientalis
seq466,0,0,1,0,0,0,0,0,0,gi|1127897643|emb|LN899507.1|,94.34,53,3.79E-12,N/A,[1]Chordata,[2]Reptilia,[3]Squamata,[4]Dactyloidae,[5]Anolis,[6]Anolis_maynardi
seq468,0,0,0,1,0,0,0,0,0,gi|723782100|gb|KF975162.1|,80.556,108,1.36E-11,N/A,[1]Annelida,[2]Clitellata,[3]Haplotaxida,[4]Hormogastridae,[5]Hormogaster,[6]Hormogaster_redii
seq469,0,0,1,0,0,0,0,0,0,gi|157417392|gb|EF623195.1|,91.195,159,9.96E-53,"Amphinemura sulcicollis 16S ribosomal RNA gene, partial sequence; mitochondrial",[1]Arthropoda,[2]Insecta,[3]Plecoptera,[4]Nemouridae,[5]Amphinemura,[6]Amphinemura_sulcicollis
seq470,1,0,0,0,0,0,0,0,0,gi|984898994|gb|KT207825.2|,100,44,3.79E-12,N/A,[1]Mollusca,[2]Gastropoda,[3]Vetigastropoda,[4]Fissurellidae,[5]Diodora,[6]Diodora_graeca
seq471,0,0,0,0,0,0,0,1,0,gi|1145995993|gb|KY224429.1|,95.652,161,1.63E-65,N/A,[1]Arthropoda,[2]Insecta,[3]Blattodea,[4]Termitidae,[5]Hypotermes,[6]Hypotermes_makhamensis
seq473,0,0,0,0,0,0,0,1,0,gi|953966622|dbj|LC099162.1|,86,100,2.25E-19,N/A,[1]Arthropoda,[2]Insecta,[3]Hemiptera,[4]Acanthosomatidae,[5]Lindbergicoris,[6]Lindbergicoris_similis
seq474,0,0,0,0,0,0,0,1,0,gi|1145996103|gb|KY224437.1|,93.902,164,3.53E-62,N/A,[1]Arthropoda,[2]Insecta,[3]Blattodea,[4]Termitidae,[5]Procapritermes,[6]Procapritermes_sp._1_TB-2017
seq475,1,0,0,0,0,0,0,0,0,gi|329025205|gb|JF440342.1|,87.037,162,1.31E-41,"Phalera flavescens mitochondrion, complete genome",[1]Arthropoda,[2]Insecta,[3]Lepidoptera,[4]Notodontidae,[5]Phalera,[6]Phalera_flavescens
seq476,0,0,0,0,0,0,0,1,0,gi|1145997277|gb|KY224522.1|,85.185,162,1.32E-36,N/A,[1]Arthropoda,[2]Insecta,[3]Blattodea,[4]Termitidae,[5]Allodontermes,[6]Allodontermes_schultzei
seq477,0,0,0,0,0,0,0,1,0,gi|21728278|gb|AF303174.1|,91.411,163,2.14E-54,"Macrotermes jeanneli 16S ribosomal RNA gene, partial sequence; mitochondrial gene for mitochondrial product",[1]Arthropoda,[2]Insecta,[3]Blattodea,[4]Termitidae,[5]Macrotermes,[6]Macrotermes_jeanneli
seq478,0,0,0,0,0,0,0,1,0,gi|1145996103|gb|KY224437.1|,92.025,163,4.60E-56,N/A,[1]Arthropoda,[2]Insecta,[3]Blattodea,[4]Termitidae,[5]Procapritermes,[6]Procapritermes_sp._1_TB-2017
seq481,1,0,0,0,0,0,0,0,0,gi|544387438|gb|KF277288.1|,84.94,166,4.73E-36,N/A,[1]Arthropoda,[2]Insecta,[3]Lepidoptera,[4]Nymphalidae,[5]Eueides,[6]Eueides_aliphera
seq482,0,0,0,1,0,0,0,0,0,gi|204308221|gb|EU863266.1|,84.694,98,1.35E-16,"Forficula auricularia isolate Tielt-Winge 2 16S ribosomal RNA gene, partial sequence; mitochondrial",[1]Arthropoda,[2]Insecta,[3]Dermaptera,[4]Forficulidae,[5]Forficula,[6]Forficula_auricularia
seq483,0,0,1,0,0,0,0,0,0,gi|1127897643|emb|LN899507.1|,94.34,53,3.79E-12,N/A,[1]Chordata,[2]Reptilia,[3]Squamata,[4]Dactyloidae,[5]Anolis,[6]Anolis_maynardi
seq484,1,0,0,0,0,0,0,0,0,gi|310693523|gb|HQ415764.1|,85.859,99,1.05E-17,Atta cephalotes mitochondrial sequence,[1]Arthropoda,[2]Insecta,[3]Hymenoptera,[4]Formicidae,[5]Atta,[6]Atta_cephalotes
seq485,0,0,1,0,0,0,0,0,0,gi|656991616|gb|KJ636057.1|,83.234,167,1.33E-31,N/A,[1]Arthropoda,[2]Insecta,[3]Lepidoptera,[4]Crambidae,[5]Hellula,[6]Hellula_undalis
seq486,0,0,0,0,0,0,0,1,0,gi|953966628|dbj|LC099168.1|,87.129,101,4.83E-21,N/A,[1]Arthropoda,[2]Insecta,[3]Hemiptera,[4]Acanthosomatidae,[5]Acanthosoma,[6]Acanthosoma_forficula
seq488,0,0,0,0,0,0,0,1,0,gi|953966635|dbj|LC099175.1|,88.889,99,2.23E-24,N/A,[1]Arthropoda,[2]Insecta,[3]Hemiptera,[4]Acanthosomatidae,[5]Acanthosoma,[6]Acanthosoma_labiduroides
seq489,0,0,0,0,0,0,0,1,0,gi|1145998416|gb|KY224604.1|,85.629,167,3.66E-37,N/A,[1]Arthropoda,[2]Insecta,[3]Blattodea,[4]Termitidae,[5]Odontotermes,[6]Odontotermes_sp._7_TB-2017
seq490,0,0,0,0,1,0,0,0,0,gi|443287332|emb|HE971034.1|,85.294,102,1.05E-17,"Hydraena jojoorculloi mitochondrial 16S rRNA gene (partial), tRNA-Leu gene and nad1 gene (partial), specimen voucher MNCN:AH132",[1]Arthropoda,[2]Insecta,[3]Coleoptera,[4]Hydraenidae,[5]Hydraena,[6]Hydraena_jojoorculloi
seq491,0,0,0,0,0,0,0,1,0,gi|1145995993|gb|KY224429.1|,95.031,161,7.59E-64,N/A,[1]Arthropoda,[2]Insecta,[3]Blattodea,[4]Termitidae,[5]Hypotermes,[6]Hypotermes_makhamensis
seq495,0,0,0,0,0,0,0,1,0,gi|388242771|gb|JQ917909.1|,88.608,158,6.04E-45,"Mecopoda niponensis mitochondrion, complete genome",[1]Arthropoda,[2]Insecta,[3]Orthoptera,[4]Tettigoniidae,[5]Mecopoda,[6]Mecopoda_niponensis
seq496,0,0,0,0,1,0,0,0,0,gi|1064859037|gb|KX151162.1|,77.143,140,4.90E-11,N/A,[1]Arthropoda,[2]Arachnida,[3]Trombidiformes,[4]Demodicidae,[5]Demodex,[6]Demodex_folliculorum
seq497,1,0,0,0,0,0,0,0,0,gi|146198152|dbj|AB265370.1|,86.667,165,1.69E-40,"Sarcinodes mongaku gene for 16S rRNA, partial sequence",[1]Arthropoda,[2]Insecta,[3]Lepidoptera,[4]Geometridae,[5]Sarcinodes,[6]Sarcinodes_mongaku
seq500,0,0,0,0,0,0,0,1,0,gi|953966635|dbj|LC099175.1|,87.879,99,1.04E-22,N/A,[1]Arthropoda,[2]Insecta,[3]Hemiptera,[4]Acanthosomatidae,[5]Acanthosoma,[6]Acanthosoma_labiduroides
seq501,0,0,0,0,0,0,0,1,0,gi|1145996103|gb|KY224437.1|,93.902,164,3.53E-62,N/A,[1]Arthropoda,[2]Insecta,[3]Blattodea,[4]Termitidae,[5]Procapritermes,[6]Procapritermes_sp._1_TB-2017
seq502,0,0,0,0,0,0,0,1,0,gi|27464033|gb|AF514609.1|,84.466,103,1.35E-16,"Taciturna lyndonestesi 16S ribosomal RNA gene, partial sequence",[1]Arthropoda,[2]Insecta,[3]Orthoptera,[4]Gryllidae,[5]Taciturna,[6]Taciturna_lyndonestesi
seq503,0,0,0,1,0,0,0,0,0,gi|703889648|gb|KF944502.1|,81.988,161,1.73E-25,N/A,[1]Arthropoda,[2]Insecta,[3]Megaloptera,[4]Corydalidae,[5]Chloroniella,[6]Chloroniella_peringueyi
seq505,0,0,0,0,0,0,0,1,0,gi|388242771|gb|JQ917909.1|,87.342,158,1.31E-41,"Mecopoda niponensis mitochondrion, complete genome",[1]Arthropoda,[2]Insecta,[3]Orthoptera,[4]Tettigoniidae,[5]Mecopoda,[6]Mecopoda_niponensis
seq506,0,0,0,0,0,0,0,1,0,gi|953966628|dbj|LC099168.1|,90.909,99,1.03E-27,N/A,[1]Arthropoda,[2]Insecta,[3]Hemiptera,[4]Acanthosomatidae,[5]Acanthosoma,[6]Acanthosoma_forficula
seq507,0,0,1,0,0,0,0,0,0,gi|461490155|gb|KC352619.1|,88.485,165,6.04E-45,N/A,[1]Arthropoda,[2]Insecta,[3]Lepidoptera,[4]Noctuidae,[5]Helicoverpa,[6]Helicoverpa_armigera
seq508,0,0,0,1,0,0,0,0,0,gi|422899362|gb|JQ613978.1|,85.625,160,3.66E-37,"Corynoptera subtilis voucher T34 16S ribosomal RNA gene, partial sequence; mitochondrial",[1]Arthropoda,[2]Insecta,[3]Diptera,[4]Sciaridae,[5]Corynoptera,[6]Corynoptera_subtilis
seq512,0,0,0,0,0,1,0,0,0,gi|1192790087|gb|KY095828.1|,89.157,166,7.75E-49,N/A,[1]Arthropoda,[2]Insecta,[3]Lepidoptera,[4]Geometridae,[5]Abraxas,[6]Abraxas_suspecta
seq513,0,0,0,0,0,0,0,1,0,gi|953966628|dbj|LC099168.1|,90.909,99,1.03E-27,N/A,[1]Arthropoda,[2]Insecta,[3]Hemiptera,[4]Acanthosomatidae,[5]Acanthosoma,[6]Acanthosoma_forficula
seq514,0,0,0,0,0,0,0,1,0,gi|953966628|dbj|LC099168.1|,90.909,99,1.03E-27,N/A,[1]Arthropoda,[2]Insecta,[3]Hemiptera,[4]Acanthosomatidae,[5]Acanthosoma,[6]Acanthosoma_forficula
seq515,0,0,0,0,0,0,0,1,0,gi|12002717|gb|AF158037.1|AF158037,82.803,157,1.03E-27,"Ugyops vittatus 16S ribosomal RNA gene, partial sequence; mitochondrial gene for mitochondrial product",[1]Arthropoda,[2]Insecta,[3]Hemiptera,[4]Delphacidae,[5]Ugyops,[6]Ugyops_vittatus
seq519,0,0,1,0,0,0,0,0,0,gi|12002745|gb|AF158065.1|AF158065,80,130,3.57E-14,"Bruchomorpha jocosa 16S ribosomal RNA gene, partial sequence; mitochondrial gene for mitochondrial product",[1]Arthropoda,[2]Insecta,[3]Hemiptera,[3]Caliscelidae,[5]Bruchomorpha,[6]Bruchomorpha_jocosa
seq520,1,0,0,0,0,0,0,0,0,gi|1027887852|gb|KU739426.1|,96.341,164,1.19E-68,N/A,[1]Arthropoda,[2]Insecta,[3]Coleoptera,[4]Scarabaeidae,[5]Onthophagus,[6]Onthophagus_cf._tragus
seq523,1,0,0,0,0,0,0,0,0,gi|161318269|gb|EU164611.1|,77.419,155,5.97E-12,"Cortinicara sp. NPL-2007 16S ribosomal RNA gene, partial sequence; mitochondrial",[1]Arthropoda,[2]Insecta,[3]Coleoptera,[4]Latridiidae,[5]Cortinicara,[6]Cortinicara_sp._NPL-2007
seq524,0,0,0,0,0,0,0,1,0,gi|146269468|gb|EF209457.1|,80.645,155,2.12E-21,"Macronychini sp. FC_B03 16S ribosomal RNA (rrnL) gene, partial sequence; tRNA-Leu gene, complete sequence; and NADH dehydrogenase subunit 1 (nad1) gene, partial sequence; mitochondrial",[1]Arthropoda,[2]Insecta,[3]Coleoptera,[4]Elmidae,[5]Macronychini_sp._FC_B03,[6]Macronychini_sp._FC_B03
seq526,0,0,0,0,0,0,0,1,0,gi|385252389|gb|JQ743670.1|,89.109,101,9.78E-25,N/A,[1]Arthropoda,[2]Insecta,[3]Hemiptera,[4]Acanthosomatidae,[5]Acanthosoma,[6]Acanthosoma_labiduroides
seq527,0,0,0,0,0,0,0,1,0,gi|62130997|gb|AY869809.1|,80,140,2.76E-15,"Acrogonia virescens 16S ribosomal RNA gene, partial sequence; mitochondrial",[1]Arthropoda,[2]Insecta,[3]Hemiptera,[4]Cicadellidae,[5]Acrogonia,[6]Acrogonia_virescens
seq528,0,0,0,0,0,0,0,1,0,gi|1145996103|gb|KY224437.1|,92.073,164,5.60E-57,N/A,[1]Arthropoda,[2]Insecta,[3]Blattodea,[4]Termitidae,[5]Procapritermes,[6]Procapritermes_sp._1_TB-2017
seq529,0,0,0,0,0,0,0,1,0,gi|564797023|gb|KC537011.1|,81.176,170,2.72E-25,N/A,[1]Arthropoda,[2]Insecta,[3]Hemiptera,[4]Coreidae,[5]Catorhintha,[6]Catorhintha_guttula
seq530,0,0,0,0,0,0,0,1,0,gi|630602389|gb|KJ003034.1|,84.127,126,1.27E-23,N/A,[1]Arthropoda,[2]Insecta,[3]Coleoptera,[4]Tenebrionidae,[5]Amarygmus,[6]Amarygmus_sp._1_GJK-2014
seq531,0,0,0,0,1,0,0,0,0,gi|914731484|gb|KR005727.1|,86.275,153,7.46E-36,N/A,[1]Arthropoda,[2]Insecta,[3]Coleoptera,[4]Erotylidae,[5]Cycadophila,[6]Cycadophila_nigra
seq532,1,0,0,0,0,0,0,0,0,gi|984898994|gb|KT207825.2|,100,44,5.97E-12,N/A,[1]Mollusca,[2]Gastropoda,[3]Vetigastropoda,[4]Fissurellidae,[5]Diodora,[6]Diodora_graeca
seq533,0,0,1,0,0,0,0,0,0,gi|321267272|gb|HQ333675.1|,88.095,126,7.51E-31,"Agriotes acuminatus voucher UPOL<CZE>:RK0003 16S ribosomal RNA gene, partial sequence; mitochondrial",[1]Arthropoda,[2]Insecta,[3]Coleoptera,[4]Elateridae,[5]Agriotes,[6]Agriotes_acuminatus
seq534,0,0,0,0,0,0,0,1,0,gi|671384290|gb|KJ700369.1|,89.441,161,5.68E-47,N/A,[1]Arthropoda,[2]Insecta,[3]Coleoptera,[4]Elateridae,[5]Campsosternus,[6]Campsosternus_auratus
seq535,0,0,0,0,0,0,0,1,0,gi|953966628|dbj|LC099168.1|,89.899,99,7.56E-26,N/A,[1]Arthropoda,[2]Insecta,[3]Hemiptera,[4]Acanthosomatidae,[5]Acanthosoma,[6]Acanthosoma_forficula
seq537,1,0,0,0,0,0,0,0,0,gi|1043349115|gb|KU508241.1|,80.734,109,5.97E-12,N/A,[1]Arthropoda,[2]Collembola,[3]Entomobryomorpha,[4]Entomobryidae,[5]Entomobryinae_gen._sp._2_YHD-2016,[6]Entomobryinae_gen._sp._2_YHD-2016
seq539,0,0,0,1,0,0,0,0,0,gi|371779328|emb|FR846365.1|,90.123,162,9.44E-50,"Zariquieya sp. AF-2011 partial mitochondrial 16S rRNA gene, specimen voucher IBE-M10",[1]Arthropoda,[2]Insecta,[3]Coleoptera,[4]Carabidae,[5]Zariquieya,[6]Zariquieya_boumortensis
seq541,0,0,0,0,0,0,0,1,0,gi|388242771|gb|JQ917909.1|,91.139,158,2.03E-51,"Mecopoda niponensis mitochondrion, complete genome",[1]Arthropoda,[2]Insecta,[3]Orthoptera,[4]Tettigoniidae,[5]Mecopoda,[6]Mecopoda_niponensis
seq542,0,0,0,0,0,0,0,1,0,gi|953966628|dbj|LC099168.1|,88,100,1.64E-22,N/A,[1]Arthropoda,[2]Insecta,[3]Hemiptera,[4]Acanthosomatidae,[5]Acanthosoma,[6]Acanthosoma_forficula
seq547,0,0,1,0,0,0,0,0,0,gi|321267291|gb|HQ333698.1|,83.951,162,5.81E-32,"Priopus ornatus voucher UPOL<CZE>:RK0032 16S ribosomal RNA gene, partial sequence; mitochondrial",[1]Arthropoda,[2]Insecta,[3]Coleoptera,[4]Elateridae,[5]Priopus,[6]Priopus_ornatus
seq548,0,0,0,1,0,0,0,0,0,gi|146198214|dbj|AB265432.1|,88.272,162,2.64E-45,"Trichopteryx ustata gene for 16S rRNA, partial sequence",[1]Arthropoda,[2]Insecta,[3]Lepidoptera,[4]Geometridae,[5]Trichopteryx,[6]Trichopteryx_ustata
seq550,0,0,0,1,0,0,0,0,0,gi|815930842|gb|KP245955.1|,92.029,138,2.64E-45,N/A,[1]Arthropoda,[2]Insecta,[3]Hemiptera,[4]Psyllidae,[5]Cacopsylla,[6]Cacopsylla_coccinea
seq551,0,0,0,0,0,1,0,0,0,gi|1233046020|gb|KX785240.1|,88.82,161,7.35E-46,N/A,[1]Arthropoda,[2]Insecta,[3]Lepidoptera,[4]Noctuidae,[5]Acrapex,[6]Acrapex_gracilis
seq552,0,0,0,0,1,0,0,0,0,gi|777762485|gb|KJ959205.1|,86.957,161,2.66E-40,N/A,[1]Arthropoda,[2]Insecta,[3]Coleoptera,[4]Scarabaeidae,[5]Serica,[6]Serica_sp._LW1119
seq553,1,0,0,0,0,0,0,0,0,gi|12002741|gb|AF158061.1|AF158061,86.029,136,9.72E-30,"Eusarima astuta 16S ribosomal RNA gene, partial sequence; mitochondrial gene for mitochondrial product",[1]Arthropoda,[2]Insecta,[3]Hemiptera,[4]Issidae,[5]Eusarima,[6]Eusarima_astuta
seq554,0,0,0,1,0,0,0,0,0,gi|592828225|gb|KJ194557.1|,95.031,161,1.20E-63,N/A,[1]Arthropoda,[2]Insecta,[3]Lepidoptera,[4]Noctuidae,[5]Pseudopanolis,[6]Pseudopanolis_heterogyna
seq555,0,0,0,1,1,0,0,0,0,gi|157417390|gb|EF623193.1|,91.875,160,3.37E-54,"Protonemura meyeri 16S ribosomal RNA gene, partial sequence; mitochondrial",[1]Arthropoda,[2]Insecta,[3]Plecoptera,[4]Nemouridae,[5]Protonemura,[6]Protonemura_meyeri
seq556,0,0,0,0,1,0,0,0,0,gi|145584725|emb|AJ841403.1|,86.503,163,9.58E-40,"Aulacoscelis appendiculata mitochondrial partial 16S rRNA gene, specimen voucher BMNH#704504",[1]Arthropoda,[2]Insecta,[3]Coleoptera,[4]Chrysomelidae,[5]Aulacoscelis,[6]Aulacoscelis_appendiculata
seq557,0,0,0,0,0,0,0,1,0,gi|953966628|dbj|LC099168.1|,87.879,99,1.64E-22,N/A,[1]Arthropoda,[2]Insecta,[3]Hemiptera,[4]Acanthosomatidae,[5]Acanthosoma,[6]Acanthosoma_forficula
seq558,1,0,0,0,0,0,0,0,0,gi|962094493|gb|KR903809.1|,91.026,156,7.30E-51,N/A,[1]Arthropoda,[2]Insecta,[3]Orthoptera,[4]Gryllidae,[5]Truljalia,[6]Truljalia_sp._Chi
seq559,1,0,1,0,0,0,0,0,0,gi|1158587158|gb|KY190253.1|,97.059,136,2.02E-56,N/A,[1]Arthropoda,[2]Arachnida,[3]Araneae,[4]Pisauridae,[5]Thaumasia,[6]Thaumasia_heterogyna
seq562,1,0,0,0,0,0,0,0,0,gi|9789141|gb|AF173076.1|,95.679,162,2.57E-65,"Condica sutor 16S ribosomal RNA gene, partial sequence; mitochondrial gene for mitochondrial product",[1]Arthropoda,[2]Insecta,[3]Lepidoptera,[4]Noctuidae,[5]Condica,[6]Condica_sutor
seq565,1,0,0,0,0,0,0,0,0,gi|480320923|gb|JX556708.1|,85.185,162,2.68E-35,"Hemisphaerius sp. 2 NS-2013 16S ribosomal RNA gene, partial sequence; mitochondrial",[1]Arthropoda,[2]Insecta,[3]Hemiptera,[4]Issidae,[5]Hemisphaerius,[6]Hemisphaerius_sp._2_NS-2013
seq566,0,0,0,0,1,0,0,0,0,gi|1127897643|emb|LN899507.1|,97.826,46,2.15E-11,N/A,[1]Chordata,[2]Reptilia,[3]Squamata,[4]Dactyloidae,[5]Anolis,[6]Anolis_maynardi
seq567,0,0,0,0,0,0,0,1,0,gi|953966628|dbj|LC099168.1|,91.089,101,4.52E-28,N/A,[1]Arthropoda,[2]Insecta,[3]Hemiptera,[4]Acanthosomatidae,[5]Acanthosoma,[6]Acanthosoma_forficula
seq568,0,0,0,0,1,0,0,0,0,gi|110431093|emb|AJ831602.1|,85.976,164,1.24E-38,"Adscita mannii mitochondrial tRNA-Leu (CUN) gene, 16S rRNA gene and tRNA-Val (GUN) gene, specimen voucher Z002185",[1]Arthropoda,[2]Insecta,[3]Lepidoptera,[4]Zygaenidae,[5]Adscita,[6]Adscita_mannii
seq570,0,1,0,0,0,0,0,0,0,gi|764697715|gb|KM978386.1|,79.259,135,1.28E-13,N/A,[1]Arthropoda,[2]Collembola,[3]Entomobryomorpha,[4]Paronellidae,[5]Salina,[6]Salina_sp._BXW-2014
